STOCK,BROOD,ReleaseYear,age,n,TotalReleased.sum,avg.weight
ACI,1979,1981,2,3,42197,38.11
ACI,1980,1982,2,1,273849,42.79
ACI,1981,1983,2,1,137868,15.2
ACI,1982,1984,2,3,566000,21.33710247
ACI,1983,1985,2,3,135000,22.9
ACI,1984,1986,2,4,351000,10.17549858
ACI,1985,1987,2,3,427000,16.03138173
ACI,1986,1988,2,1,550000,16.6
ACI,1987,1989,2,2,479381,12.4
ACI,1988,1990,2,2,542258,9.51
ACI,1989,1991,2,3,434114,15.85045518
ACI,1990,1992,2,3,520353,12.06658303
ACI,1991,1993,2,2,462989,14.41
ACI,1992,1994,2,2,443392,8.54449433
ACI,1993,1995,2,2,451898,10.31651682
ACI,1994,1996,2,2,501282,17.6
ACI,1995,1997,2,5,539965,17.34174259
ACI,1996,1998,2,1,610090,15.18
ACI,1997,1999,2,2,670915,19.46008295
ACI,1998,2000,2,1,713569,9.9
ACI,1999,2001,2,6,595728,15.02597894
ACI,2000,2002,2,6,565240,13.76709559
ACI,2001,2003,2,6,727557,13.89176001
ACI,2002,2004,2,6,665287,19.3348772
ACI,2003,2005,2,6,587900,20.12162186
ACI,2004,2006,2,6,680810,16.1091429
ACI,2005,2007,2,5,542833,8.988981123
ACI,2006,2008,2,6,604715,8.299711186
ACI,2007,2009,2,6,551980,8.028737635
ACI,2008,2010,2,6,672900,12.16752118
ACI,2009,2011,2,5,717825,14.53967471
ACI,2010,2012,2,6,628300,13.31052045
ACI,2011,2013,2,9,807150,14.98616366
ACI,2012,2014,2,5,645917,18.51027965
ACI,2013,2015,2,6,589316,23.3397986
ACI,2014,2016,2,6,573117,23.34177829
ACI,2015,2017,2,3,563706,17.71421202
ACI,2016,2018,2,3,629965,17.52349337
ADM,1977,1979,2,2,18122,27.71967995
ADM,1978,1980,2,4,72064,15.64
ADM,1979,1981,2,5,65743,18.77167881
ADM,1980,1982,2,2,118848,17.89472806
ADM,1981,1983,2,4,146570,18.20695572
ADM,1984,1986,2,6,46374,27.19733471
ADM,1985,1987,2,1,42000,33
ADM,1986,1988,2,1,70000,26.6
ADM,1987,1989,2,6,166784,12.43847491
ADM,1988,1990,2,4,116178,23.34991582
ADM,1989,1991,2,4,98236,21.87895018
ADM,1990,1992,2,7,127819,23.17705341
ADM,1991,1993,2,7,71293,15.03176413
ADM,1992,1994,2,2,85066,20.55827663
ADM,1993,1995,2,2,98665,17.5
ADM,1994,1996,2,2,80761,25.8
ADM,1995,1997,2,2,97903,18.2
ADM,1996,1998,2,1,101316,25.1
ADM,1997,1999,2,1,51411,22
ADM,1998,2000,2,1,90258,20.7
ADM,1999,2001,2,1,89488,22.4
ADM,2000,2002,2,1,96026,26.3
ADM,2001,2003,2,1,97534,21.8
ADM,2002,2004,2,1,85948,26.2
ADM,2003,2005,2,2,77433,29
ADM,2004,2006,2,1,29889,33.3
ADM,2005,2007,2,1,55062,33.8
ADM,2006,2008,2,1,59899,23.9
ADM,2007,2009,2,1,52483,21.3
ADM,2015,2017,2,2,69990,27.18
AHC,1980,1982,2,1,145564,22.23
AHC,1983,1985,2,1,27200,29.8
AHC,1984,1986,2,10,170390,32.27903633
AHC,1985,1987,2,3,914600,31.61213645
AHC,1986,1988,2,3,1043300,31.06711397
AHC,1987,1989,2,3,757480,32.7403179
AHC,1988,1990,2,3,1080150,29.15795491
AHC,1989,1991,2,3,1173670,26.6430777
AHC,1990,1992,2,3,1323970,22.27169498
AHC,1991,1993,2,3,1171700,24.79767005
AHC,1992,1994,2,6,1271040,21.8957725
AHC,1993,1995,2,7,746946,25.99276012
AHC,1994,1996,2,3,238981,21.7532572
AHC,1995,1997,2,7,697171,22.18752171
AHC,1996,1998,2,7,713331,28.99881612
AHC,1997,1999,2,7,741929,26.59293342
AHC,1998,2000,2,7,779750,23.98922732
AHC,1999,2001,2,7,782650,26.66659874
AHC,2000,2002,2,7,689634,26.91913393
AHC,2001,2003,2,7,702430,27.43851487
AHC,2002,2004,2,7,715400,33.24033827
AHC,2003,2005,2,6,633000,27.09377676
AHC,2004,2006,2,7,720000,29.24204861
AHC,2005,2007,2,7,714700,22.00384637
AHC,2006,2008,2,3,727500,18.14412371
AHC,2007,2009,2,7,740000,17.27167568
AHC,2008,2010,2,7,768000,25.83369792
AHC,2009,2011,2,7,738000,25.34861111
AHC,2010,2012,2,7,720000,20.99159722
AHC,2011,2013,2,7,768000,19.36002604
AHC,2012,2014,2,5,535000,29.4679194
AHC,2013,2015,2,6,657000,27.90684932
AHC,2014,2016,2,7,747862,26.66400149
AHC,2015,2017,2,3,548981,22.92458701
AHC,2016,2018,2,3,557913,20.13861014
AKT,2014,2015,1,2,22000,9.1
AKT,2013,2015,2,4,46685,20.32389418
AKT,2014,2016,2,2,20926,68.80990251
AKT,2015,2017,2,4,62394,10.84746129
AKT,2017,2019,2,2,29989,24.86632098
ALP,1976,1978,2,8,36050,70.02047906
ALP,1977,1979,2,6,49973,18.91821544
ALP,1978,1980,2,14,166711,14.16287671
ALP,1979,1981,2,2,30621,13.92477581
ALP,1980,1982,2,1,9008,14.11
ALP,1981,1983,2,10,120224,16.00135048
ALP,1982,1984,2,16,172777,30.53954467
ALP,1983,1985,2,35,191429,28.60399574
ALP,1984,1986,2,47,207030,15.73130802
ALP,1985,1987,2,30,212233,21.31020798
ALP,1986,1988,2,28,273724,22.41656848
ALP,1987,1989,2,25,142087,38.70352735
ALP,1988,1990,2,17,169545,27.26980802
ALP,1989,1991,2,23,186786,49.96624212
ALP,1990,1992,2,26,275532,29.54725368
ALP,1991,1993,2,18,211179,31.71522879
ALP,1992,1994,2,18,150413,55.7068385
ALP,1993,1995,2,20,208399,44.93281734
ALP,1994,1996,2,18,152236,33.16281826
ALP,1995,1997,2,18,202236,29.79700449
ALP,1996,1998,2,10,107709,21.67154184
ALP,1997,1999,2,10,106520,20.08754882
ALP,1998,2000,2,8,134096,17.84661735
ALP,1999,2001,2,8,108826,23.62465128
ALP,2001,2003,2,10,195055,19.6112944
ALP,2002,2004,2,9,158265,30.08514188
ALP,2003,2005,2,12,166830,28.07669562
ALP,2004,2006,2,7,83253,39.56525963
ALP,2005,2007,2,6,133822,22.18327405
ALP,2006,2008,2,24,145664,15.87481931
ALP,2007,2009,2,13,209217,13.03434267
ALP,2008,2010,2,13,237700,18.05300896
ALP,2009,2011,2,12,187535,22.46628576
ALP,2010,2012,2,10,150416,16.20977489
ALP,2011,2013,2,11,139100,16.86804443
ALP,2012,2014,2,14,211164,28.98751501
ALP,2013,2015,2,5,80818,17.07380287
ALP,2014,2016,2,1,9432,54.31
ALP,2015,2017,2,4,53234,15.09435511
ALP,2016,2018,2,10,160691,25.02994567
AMC,1989,1991,2,1,43595,25.59
AMC,1990,1992,2,1,191765,21.81
AMC,1991,1993,2,1,207536,22.3
AMC,1992,1994,2,1,241366,26.5
AMC,1993,1995,2,2,158681,26.50998084
AMC,1994,1996,2,2,64360,23.5
AMC,1995,1997,2,2,171908,18.73
AMC,1996,1998,2,2,116202,24.06
AMC,1997,1999,2,3,221443,25.00599983
AMC,1998,2000,2,3,208586,22.96
AMC,1999,2001,2,1,213232,27.2
AMC,2000,2002,2,1,213276,22.52
AMC,2001,2003,2,1,120891,24.74
AMC,2002,2004,2,1,177423,30.5
AMC,2003,2005,2,2,324186,26.04805451
AMC,2004,2006,2,2,316060,21.86275505
AMC,2005,2007,2,2,248816,18.83247412
AMC,2006,2008,2,1,147062,20.64
AMC,2007,2009,2,1,216639,23.16
AMC,2008,2010,2,1,223000,24.6
AMC,2009,2011,2,1,193931,38.74
AMC,2010,2012,2,1,213229,31.73
AMC,2011,2013,2,1,206400,17.06
AMC,2012,2014,2,1,257300,23.73
AMC,2013,2015,2,1,218900,34.2
AMC,2014,2016,2,1,220500,37.5
AMC,2015,2017,2,1,219500,39.43
AMC,2016,2018,2,1,249400,31.8
ANB,1981,1983,2,2,135163,28.74916308
ANB,1982,1984,2,3,144196,47.6
ANB,1983,1985,2,2,231932,26.1849956
ANB,1984,1986,2,5,930072,32.7
ANB,1985,1987,2,4,731177,41.47914076
ANB,1986,1988,2,4,708200,33.49449308
ANB,1987,1989,2,4,691060,37.41379909
ANB,1988,1990,2,6,1608000,42.19175995
ANB,1989,1991,2,4,388150,35.10925802
ANB,1990,1992,2,4,728470,25.22277925
ANB,1991,1993,2,6,377374,28.84554103
ANB,1992,1994,2,1,214980,25.3
ANB,1994,1996,2,6,556809,30.52455144
ANB,1995,1997,2,5,339758,34.00350014
ANB,1996,1998,2,4,542388,37.6505461
ANB,1997,1999,2,3,541467,40.69720943
ANB,1998,2000,2,1,421803,16.99
ANB,1999,2001,2,4,416329,21.27978282
ANB,2000,2002,2,4,452644,25.29399221
ANB,2001,2003,2,4,520466,18.00991992
ANB,2002,2004,2,4,491866,31.35162304
ANB,2003,2005,2,5,484630,30.62626579
ANB,2004,2006,2,6,654349,28.13777859
ANB,2005,2007,2,6,586666,20.41526265
ANB,2006,2008,2,6,641000,23.10669267
ANB,2007,2009,2,6,650085,24.09819716
ANB,2008,2010,2,6,671350,22.70555731
ANB,2009,2011,2,6,709000,26.04433004
ANB,2010,2012,2,6,726150,25.07383874
ANB,2011,2013,2,6,741744,24.16901443
ANB,2012,2014,2,7,1031700,21.72045168
ANB,2013,2015,2,4,415000,32.63857831
ANB,2014,2016,2,6,715846,21.58787368
ANB,2015,2017,2,5,729132,26.9347206
ANB,2016,2018,2,2,272480,29.04
ATN,1975,1976,1,1,6878,3.2
ATN,1976,1977,1,3,59464,3.2
ATN,1977,1978,1,3,72460,3.2
ATN,1978,1979,1,1,79761,3.2
ATN,1986,1987,1,8,1815336,2.856988183
ATN,1987,1988,1,4,1960523,4.359100454
ATN,1988,1989,1,6,1980353,4.179588387
ATN,1989,1990,1,6,2076013,6.116489348
ATN,1990,1991,1,6,2164677,5.645775929
ATN,1991,1992,1,3,1838487,6.264513646
ATN,1992,1993,1,3,1780248,5.94306518
ATN,1993,1994,1,2,1654333,6.002024199
ATN,1994,1995,1,2,1608003,4.975962358
ATN,1995,1996,1,2,1975850,5.549770327
ATN,1996,1997,1,6,2116668,4.1
ATN,1997,1998,1,6,1841578,5.299789637
ATN,1998,1999,1,6,1018696,5.849954746
ATN,1999,2000,1,6,1978641,4.281569699
ATN,2000,2001,1,6,1855242,5.471462418
ATN,2001,2002,1,6,1917411,4.524501716
ATN,2002,2003,1,6,1984402,4.315630653
ATN,2005,2006,1,6,1768797,5.478179147
ATN,2006,2007,1,6,1947958,4.859175208
ATN,2007,2008,1,6,1704685,5
ATN,2008,2009,1,4,1661483,4.908406044
ATN,2009,2010,1,8,986978,5.2
ATN,2010,2011,1,8,1958899,5.047941262
ATN,2011,2012,1,14,1732953,4.877670548
ATN,2012,2013,1,16,1705180,4.8825018
ATN,2013,2014,1,11,2162770,4.99490999
ATN,2014,2015,1,10,2257530,4.832385337
ATN,2015,2016,1,14,2307641,5.875457682
ATN,2016,2017,1,14,2100320,4.470527491
ATN,2017,2018,1,10,1980185,4.856013322
ATN,2018,2019,1,6,2134078,4.651813336
ATS,1990,1992,2,1,57974,15.9
ATS,1991,1993,2,1,349401,15.8
ATS,1992,1994,2,2,353453,11.2
ATS,1993,1995,2,1,353266,20.5
ATS,2007,2009,2,2,398202,22.10020994
ATS,2008,2010,2,2,293800,19.5
ATS,2009,2011,2,2,298110,20.02508302
ATS,2010,2012,2,2,294608,18.88155284
ATS,2011,2013,2,4,106077,20.68
BQR,1973,1974,1,4,344502,5.297670405
BQR,1974,1975,1,1,230571,8.19
BQR,1975,1976,1,1,836617,6.69
BQR,1976,1977,1,1,772225,6.29
BQR,1977,1978,1,2,2806325,6.081027112
BQR,1978,1979,1,3,2554090,6.07416481
BQR,1979,1980,1,3,2895927,6.486761331
BQR,1980,1981,1,2,4335402,6.565106073
BQR,1981,1982,1,2,3446828,6.973387253
BQR,1982,1983,1,1,2783940,8
BQR,1983,1984,1,6,3160882,8.388786832
BQR,1984,1985,1,10,3780332,6.948561819
BQR,1985,1986,1,8,6506864,7.319002088
BQR,1986,1987,1,8,7021836,8.868548455
BQR,1987,1988,1,8,6134313,7.500314415
BQR,1988,1989,1,10,5440607,6.687053062
BQR,1989,1990,1,8,5701175,5.19632039
BQR,1990,1991,1,8,5402553,5.052441059
BQR,1991,1992,1,7,4800641,5.686840803
BQR,1992,1993,1,8,4204039,4.638677567
BQR,1993,1994,1,8,3627454,5.899186702
BQR,1994,1995,1,8,4036768,6.034744528
BQR,1995,1996,1,8,4433842,6.257838619
BQR,1996,1997,1,7,4092348,5.943060316
BQR,1997,1998,1,7,3555166,5.992336504
BQR,1998,1999,1,7,3758648,6.727329242
BQR,1999,2000,1,7,3640441,7.398458923
BQR,2000,2001,1,8,3477099,7.482045447
BQR,2001,2002,1,9,4318854,5.882490538
BQR,2002,2003,1,6,3538926,8.370240929
BQR,2003,2004,1,6,3708463,4.681744014
BQR,2004,2005,1,10,3419372,6.220079371
BQR,2005,2006,1,9,3497200,5.856293435
BQR,2006,2007,1,8,3652482,6.489247703
BQR,2007,2008,1,8,3451279,5.47
BQR,2008,2009,1,7,3398054,5.12
BQR,2009,2010,1,11,3776231,6.5
BQR,2010,2011,1,12,3646066,5.360568103
BQR,2011,2012,1,11,4013694,5.626859265
BQR,2012,2013,1,11,2886624,7.95
BQR,2013,2014,1,8,2037723,6.490624094
BQR,2014,2015,1,4,3000614,5.64
BQR,2015,2016,1,4,2747632,5.78
BQR,2016,2017,1,4,3253767,4.97
BQR,2017,2018,1,4,3429979,4.25
BQR,2018,2019,1,4,3463577,5.99
CHI,1981,1982,1,1,356388,5.4
CHI,1982,1983,1,1,1120729,6.9
CHI,1983,1984,1,3,1027914,6.1
CHI,1984,1985,1,6,978395,6.200823594
CHI,1985,1986,1,1,122893,5.8
CHI,1986,1987,1,1,143217,5.2
CHI,1987,1988,1,1,614767,4.2
CHI,1988,1989,1,2,632413,5.9
CHI,1989,1990,1,2,465553,5.3
CHI,1990,1991,1,1,531732,5.2
CHI,1991,1992,1,2,1101852,6.200019966
CHI,1992,1993,1,2,1901378,5.63448257
CHI,1993,1994,1,2,1884776,5.987893946
CHI,1994,1995,1,4,1613410,5.923791597
CHI,1995,1996,1,2,813089,5.615352317
CHI,1996,1997,1,2,1905632,5.233336814
CHI,1997,1998,1,2,1921462,4.964670808
CHI,1998,1999,1,2,903657,5.648987171
CHI,1999,2000,1,4,613264,6.2
CHI,2000,2001,1,4,311968,5
CHI,2001,2002,1,2,615977,5.358743427
CHI,2002,2003,1,2,767412,5.323056637
CHI,2003,2004,1,2,356032,5.9
CHI,2004,2005,1,4,658591,4.813075854
CHI,2005,2006,1,4,565352,5.683683705
CHI,2006,2007,1,4,600909,5.868819139
CHI,2007,2008,1,2,646807,6.249163197
CHI,2008,2009,1,2,557110,5.394314947
CHI,2009,2010,1,2,667522,5.3
CHI,2010,2011,1,1,158675,5.42
CHI,2011,2012,1,4,629772,5.076112879
CHI,2012,2013,1,4,1135130,5.127945037
CHI,2013,2014,1,4,1022345,4.359531968
CHI,2014,2015,1,4,1011688,5.236553898
CHI,2015,2016,1,4,1004219,5.508463592
CHI,2016,2017,1,4,1038916,5.6
CHI,2017,2018,1,4,1007100,5.534865813
CHI,2018,2019,1,3,1299470,5.706652097
CHK,2010,2011,1,1,432131,3.93
CHK,2011,2012,1,3,426541,3.324779798
CHK,2012,2013,1,2,187796,3.9
CHK,2013,2014,1,2,237156,4.4
CHK,2014,2015,1,2,20449,4.504530295
CHK,2015,2016,1,3,40520,4.5
CHK,2000,2002,2,1,48546,3.7
CHK,2011,2013,2,1,93825,3.7
CHK,2012,2014,2,1,17361,3.7
CHK,2013,2015,2,1,36740,4.7
CHK,2014,2016,2,1,3578,4.3
CHK,2015,2017,2,1,3839,4.24
CHU,1998,1999,1,2,903994,5.406250926
CHU,1999,2000,1,4,613609,6.2
CHU,2000,2001,1,4,312704,5
CHU,2001,2002,1,2,617136,5.358525025
CHU,2002,2003,1,2,764652,5.323063224
CHU,2003,2004,1,1,355385,5.9
CHU,2004,2005,1,4,655145,4.813038518
CHU,2005,2006,1,4,585932,5.679195879
CHU,2006,2007,1,4,602388,5.868183164
CHU,2007,2008,1,2,645649,6.24912979
CHU,2008,2009,1,2,557002,5.394621204
CHU,2009,2010,1,1,334422,5.8
CHU,2011,2012,1,1,317245,5.23
CKO,1977,1978,1,2,150470,1.7
CKO,1978,1979,1,2,200263,1.895181536
COW,1979,1980,1,2,64681,2.8
COW,1980,1981,1,1,65000,2.3
COW,1981,1982,1,1,30373,3.1
COW,1982,1983,1,1,224944,2.9
COW,1983,1984,1,1,101000,4.27
COW,1985,1986,1,3,63886,4.26
COW,1987,1988,1,6,339399,6.375996482
COW,1988,1989,1,8,325556,5.576097661
COW,1989,1990,1,8,259695,5.201224937
COW,1990,1991,1,6,183717,5.040794918
COW,1991,1992,1,4,1518328,4.9812249
COW,1992,1993,1,4,1974432,4.940644601
COW,1993,1994,1,3,1826712,5.227523052
COW,1994,1995,1,3,1458289,5.593311559
COW,1995,1996,1,6,1891029,5.270117069
COW,1996,1997,1,6,2139650,5.109954408
COW,1997,1998,1,8,210921,5.460776641
COW,1998,1999,1,6,864917,4.702035513
COW,1999,2000,1,8,2480719,5.166569918
COW,2000,2001,1,5,2309891,5.098635308
COW,2001,2002,1,8,3131501,4.89371511
COW,2002,2003,1,6,1835764,5.262777852
COW,2003,2004,1,8,1545088,4.646076016
COW,2005,2006,1,8,1723220,4.74975244
COW,2006,2007,1,8,649288,5.407356366
COW,2007,2008,1,13,409101,6.78653731
COW,2008,2009,1,20,1563051,5.515712283
COW,2009,2010,1,10,397948,7.420533964
COW,2010,2011,1,10,438541,6.717627793
COW,2011,2012,1,14,739361,5.822238798
COW,2012,2013,1,16,812932,5.490343596
COW,2013,2014,1,4,237756,5.125742358
COW,2014,2015,1,17,826620,5.152531998
COW,2015,2016,1,17,723370,4.678983591
COW,2016,2017,1,10,450245,3.59
COW,2017,2018,1,15,613214,3.848823739
COW,2018,2019,1,11,486882,3.33924647
CWF,1977,1978,1,1,656786,3.41
CWF,1978,1979,1,1,4303675,8.32
CWF,1979,1980,1,1,5925956,3.53
CWF,1980,1981,1,2,6178782,5.416912722
CWF,1981,1982,1,1,5594843,5.15
CWF,1982,1983,1,1,4719400,6.47
CWF,1983,1984,1,4,6523700,4.752141124
CWF,1984,1985,1,4,4912023,6.842154222
CWF,1985,1986,1,1,4459100,7.22
CWF,1986,1987,1,1,6266800,6.71
CWF,1987,1988,1,1,6687800,6.84
CWF,1988,1989,1,1,7832400,7.06
CWF,1989,1990,1,1,6706700,7.84
CWF,1990,1991,1,1,7058200,6.67
CWF,1991,1992,1,1,6270300,7.05
CWF,1992,1993,1,1,4152100,6.29
CWF,1993,1994,1,1,4419900,8
CWF,1994,1995,1,2,206507,6.547708455
CWF,1995,1996,1,2,194099,5.702095529
CWF,1996,1997,1,2,206613,5.65340995
CWF,1997,1998,1,1,199199,7.55
CWF,1998,1999,1,1,361477,8.72
CWF,1999,2000,1,1,202935,8.09
CWF,2000,2001,1,1,202552,6.97
CWF,2001,2002,1,1,209732,7
CWF,2002,2003,1,1,203595,8.89
CWF,2003,2004,1,1,204079,7.39
CWF,2004,2005,1,1,200752,7.88
CWF,2005,2006,1,1,4758152,8.09
CWF,2006,2007,1,1,203215,8.57
CWF,2007,2008,1,1,203676,7.28
CWF,2008,2009,1,1,202010,7.74
CWF,2009,2010,1,1,199615,7.14
CWF,2010,2011,1,1,204253,6.13
CWF,2011,2012,1,1,200966,6.12
CWF,2012,2013,1,1,201847,5.68
CWF,2013,2014,1,6,1213422,5.674609328
CWF,2014,2015,1,3,1208055,5.866599923
CWF,2015,2016,1,2,1205165,5.873693859
CWF,2016,2017,1,1,1011289,5.85
CWF,2017,2018,1,4,1505055,6.053307693
DOM,2000,2001,1,2,53263,3.08
DOM,2001,2002,1,2,52591,2.36
DOM,1986,1988,2,5,54575,11
DOM,1987,1989,2,5,55290,12.15
DOM,1988,1990,2,5,55242,12.2
DOM,1989,1991,2,3,32745,11.89
DOM,1990,1992,2,2,57626,12.54
DOM,1991,1993,2,2,53596,11.8
DOM,1992,1994,2,2,60717,10.5
DOM,1993,1995,2,1,52879,11.14
DOM,1994,1996,2,2,51741,11.5
DOM,1995,1997,2,2,57427,9.49
DOM,1996,1998,2,2,50696,11
DOM,1997,1999,2,2,52452,15.13
DOM,1998,2000,2,2,52437,12.8
DOM,2000,2002,2,2,50457,11.88
DOM,2001,2003,2,2,50528,10.62
DOM,2002,2004,2,2,55123,8
ELK,1977,1978,1,1,498963,47.54
ELK,1978,1979,1,1,27251,36.61
ELK,1979,1980,1,4,104905,35.28060398
ELK,1980,1981,1,4,100580,38.94178236
ELK,1981,1982,1,2,125586,35.35835109
ELK,1982,1983,1,1,340970,45.96
ELK,1983,1984,1,1,152525,45.49
ELK,1984,1985,1,1,38645,39.2
ELK,1985,1986,1,1,37308,33.67
ELK,1986,1987,1,1,32084,42.91
ELK,1987,1988,1,1,175235,34.21
ELK,1988,1989,1,1,184617,33.87
ELK,1989,1990,1,1,334809,41.31
ELK,1990,1991,1,5,183731,44.1413394
ELK,1991,1992,1,5,201887,35.39130008
ELK,1992,1993,1,5,184614,50.10390128
ELK,1993,1994,1,5,230530,47.36595372
ELK,1994,1995,1,1,325889,49.52
ELK,1995,1996,1,1,321567,36.06
ELK,1996,1997,1,1,322931,29.88
ELK,1997,1998,1,2,328270,52.14
ELK,1998,1999,1,1,350870,52.93
ELK,1999,2000,1,1,327987,47.95
ELK,2000,2001,1,1,330883,32.7
ELK,2001,2002,1,1,312650,37.8
ELK,2002,2003,1,1,323358,52.32
ELK,2003,2004,1,1,314716,45.54
ELK,2004,2005,1,1,313346,44.17
ELK,2005,2006,1,1,317954,44.82
ELK,2006,2007,1,1,287409,40.46
ELK,2007,2008,1,2,320992,39.65
ELK,2008,2009,1,1,298708,49.63
ELK,2009,2010,1,1,282977,39.86
ELK,2010,2011,1,1,312380,48.51
ELK,2011,2012,1,1,323328,34.73
ELK,2012,2013,1,1,324071,31.46
ELK,2013,2014,1,1,313888,34.57
ELK,2014,2015,1,1,245913,44.69
ELK,2015,2016,1,1,251993,33.11
ELK,2016,2017,1,1,259612,37.18
ELK,2017,2018,1,5,263099,40.5
