"","ID","Year","YoD","YoB","Calved","Age"
"3868","I33",2003,NA,1971,0,32
"3869","I33",2017,NA,1971,0,46
"3870","I33",1981,NA,1971,0,10
"3874","I33",1992,NA,1971,0,21
"3875","I33",1985,NA,1971,1,14
"3876","I33",1990,NA,1971,0,19
"3877","I33",2006,NA,1971,1,35
"3879","I33",1999,NA,1971,0,28
"3880","I33",1995,NA,1971,0,24
"3881","I33",1982,NA,1971,0,11
"3882","I33",2012,NA,1971,0,41
"3883","I33",2001,NA,1971,1,30
"3884","I33",2009,NA,1971,0,38
"3885","I33",2014,NA,1971,0,43
"3886","I33",1983,NA,1971,0,12
"3887","I33",2004,NA,1971,0,33
"3890","I33",1993,NA,1971,0,22
"3891","I33",2008,NA,1971,0,37
"3893","I33",2013,NA,1971,0,42
"3895","I33",2015,NA,1971,0,44
"3896","I33",1988,NA,1971,1,17
"3897","I33",2011,NA,1971,0,40
"3898","I33",2010,NA,1971,0,39
"3904","I35",2007,NA,1974,1,33
"3905","I35",2017,NA,1974,0,43
"3907","I35",1991,NA,1974,1,17
"3909","I35",2010,NA,1974,0,36
"3910","I35",2004,NA,1974,0,30
"3911","I35",2012,NA,1974,1,38
"3914","I35",2009,NA,1974,0,35
"3915","I35",1984,NA,1974,0,10
"3916","I35",2000,NA,1974,0,26
"3918","I35",2002,NA,1974,1,28
"3921","I35",1994,NA,1974,1,20
"3923","I35",1986,NA,1974,0,12
"3924","I35",2016,NA,1974,0,42
"3925","I35",2015,NA,1974,0,41
"3926","I35",1982,NA,1974,0,8
"3927","I35",1988,NA,1974,1,14
"3928","I35",2014,NA,1974,0,40
"3930","I35",2005,NA,1974,0,31
"3931","I35",1985,NA,1974,0,11
"3932","I35",1998,NA,1974,1,24
"3933","I35",1983,NA,1974,0,9
"3935","I35",1996,NA,1974,0,22
"3937","I36",2001,2002,1980,0,21
"3938","I36",2000,2002,1980,0,20
"3941","I36",1997,2002,1980,1,17
"3944","I36",1992,2002,1980,0,12
"3945","I36",1993,2002,1980,0,13
"3947","I36",1988,2002,1980,0,8
"3948","I36",1989,2002,1980,0,9
"3949","I36",1999,2002,1980,0,19
"3950","I36",1995,2002,1980,0,15
"3954","I36",1991,2002,1980,0,11
"3955","I36",1990,2002,1980,0,10
"3956","I36",1994,2002,1980,0,14
"3960","I38",1988,2000,1979.5,0,8.5
"3961","I38",1998,2000,1979.5,0,18.5
"3963","I38",1989,2000,1979.5,0,9.5
"3966","I38",1991,2000,1979.5,0,11.5
"3967","I38",1994,2000,1979.5,0,14.5
"3968","I38",1990,2000,1979.5,0,10.5
"3969","I38",1999,2000,1979.5,0,19.5
"3970","I38",1995,2000,1979.5,0,15.5
"3972","I38",1993,2000,1979.5,0,13.5
"3974","I38",1992,2000,1979.5,0,12.5
"3975","I38",1996,2000,1979.5,0,16.5
"3977","I38",1997,2000,1979.5,0,17.5
"3979","I40",2003,NA,1980,0,23
"3982","I40",2002,NA,1980,0,22
"3983","I40",2014,NA,1980,0,34
"3984","I40",1999,NA,1980,1,19
"3985","I40",2008,NA,1980,0,28
"3986","I40",1998,NA,1980,0,18
"3987","I40",1994,NA,1980,1,14
"3988","I40",1997,NA,1980,0,17
"3989","I40",2017,NA,1980,1,37
"3990","I40",2013,NA,1980,0,33
"3992","I40",2015,NA,1980,0,35
"3998","I40",1989,NA,1980,0,9
"3999","I40",2000,NA,1980,0,20
"4000","I40",1991,NA,1980,1,11
"4007","I40",2012,NA,1980,0,32
"4010","I40",1996,NA,1980,0,16
"4011","I40",2001,NA,1980,0,21
"4012","I40",1988,NA,1980,0,8
"4013","I40",2005,NA,1980,1,25
"4015","I40",2010,NA,1980,1,30
"4016","I40",2007,NA,1980,0,27
"4022","I50",2008,NA,1982.5,0,25.5
"4025","I50",1992,NA,1982.5,0,9.5
"4026","I50",1999,NA,1982.5,0,16.5
"4029","I50",1993,NA,1982.5,0,10.5
"4030","I50",2006,NA,1982.5,0,23.5
"4032","I50",1994,NA,1982.5,0,11.5
"4035","I50",1998,NA,1982.5,0,15.5
"4036","I50",2014,NA,1982.5,1,31.5
"4037","I50",2005,NA,1982.5,0,22.5
"4038","I50",1996,NA,1982.5,1,13.5
"4041","I50",1991,NA,1982.5,0,8.5
"4043","I50",2000,NA,1982.5,0,17.5
"4046","I50",2012,NA,1982.5,0,29.5
"4048","I50",2003,NA,1982.5,1,20.5
"4049","I50",2001,NA,1982.5,0,18.5
"4050","I50",2017,NA,1982.5,0,34.5
"4052","I50",2010,NA,1982.5,1,27.5
"4053","I50",2016,NA,1982.5,0,33.5
"4054","I50",2007,NA,1982.5,0,24.5
"4055","I51",2014,NA,1986,1,28
"4057","I51",2016,NA,1986,0,30
"4063","I51",2011,NA,1986,0,25
"4064","I51",2004,NA,1986,1,18
"4065","I51",1998,NA,1986,0,12
"4066","I51",1996,NA,1986,0,10
"4068","I51",2006,NA,1986,0,20
"4070","I51",2000,NA,1986,0,14
"4071","I51",2001,NA,1986,0,15
"4072","I51",2017,NA,1986,0,31
"4076","I51",2002,NA,1986,0,16
"4077","I51",2007,NA,1986,0,21
"4078","I51",2009,NA,1986,1,23
"4080","I51",1997,NA,1986,0,11
"4084","I51",1999,NA,1986,0,13
"4085","I51",1995,NA,1986,0,9
"4090","I51",1994,NA,1986,0,8
"4091","I51",2012,NA,1986,0,26
"4095","I54",1995,NA,1983,0,12
"4097","I54",2000,NA,1983,0,17
"4100","I54",2013,NA,1983,1,30
"4103","I54",2004,NA,1983,0,21
"4105","I54",2009,NA,1983,0,26
"4107","I54",2002,NA,1983,1,19
"4113","I54",2017,NA,1983,0,34
"4114","I54",2006,NA,1983,1,23
"4115","I54",1993,NA,1983,1,10
"4117","I54",1999,NA,1983,0,16
"4119","I54",2016,NA,1983,0,33
"4120","I54",1997,NA,1983,1,14
"4123","I54",2015,NA,1983,0,32
"4124","I54",2010,NA,1983,0,27
"4125","I54",2011,NA,1983,0,28
"4126","I54",1991,NA,1983,0,8
"4127","I54",2008,NA,1983,0,25
"4131","I57",2004,NA,1989,0,15
"4134","I57",2015,NA,1989,0,26
"4136","I57",1998,NA,1989,0,9
"4137","I57",2002,NA,1989,0,13
"4140","I57",2013,NA,1989,0,24
"4142","I57",2017,NA,1989,0,28
"4147","I57",2000,NA,1989,0,11
"4148","I57",2003,NA,1989,0,14
"4149","I57",2014,NA,1989,0,25
"4151","I57",2012,NA,1989,0,23
"4154","I57",2016,NA,1989,0,27
"4155","I57",1999,NA,1989,0,10
"4156","I57",2011,NA,1989,0,22
"4157","I57",2001,NA,1989,0,12
"4159","I57",2005,NA,1989,0,16
"4163","I57",2009,NA,1989,0,20
"4166","I57",1997,NA,1989,0,8
"4167","I57",2007,NA,1989,1,18
"4168","I57",2010,NA,1989,0,21
"4174","I63",2004,2015,1990,0,14
"4176","I63",1999,2015,1990,0,9
"4178","I63",2012,2015,1990,0,22
"4180","I63",2003,2015,1990,0,13
"4181","I63",2014,2015,1990,1,24
"4182","I63",2000,2015,1990,0,10
"4184","I63",2011,2015,1990,0,21
"4186","I63",2007,2015,1990,0,17
"4188","I63",2001,2015,1990,0,11
"4191","I63",2006,2015,1990,0,16
"4192","I63",2010,2015,1990,0,20
"4193","I63",2009,2015,1990,0,19
"4195","I63",1998,2015,1990,0,8
"4197","I63",2008,2015,1990,0,18
"4199","I63",2002,2015,1990,0,12
"4203","I63",2005,2015,1990,0,15
"4204","I65",1999,NA,1990,0,9
"4217","I65",2016,NA,1990,0,26
"4218","I65",1998,NA,1990,0,8
"4219","I65",2012,NA,1990,0,22
"4221","I65",2017,NA,1990,0,27
"4222","I65",2003,NA,1990,1,13
"4223","I65",2000,NA,1990,0,10
"4229","I65",2009,NA,1990,0,19
"4231","I65",2001,NA,1990,0,11
"4232","I65",2010,NA,1990,0,20
"4235","I65",2014,NA,1990,1,24
"4237","I65",2007,NA,1990,1,17
"4239","I65",2005,NA,1990,0,15
"4240","I65",2011,NA,1990,0,21
"4243","I68",1999,NA,1991,0,8
"4246","I68",2006,NA,1991,1,15
"4248","I68",2015,NA,1991,0,24
"4256","I68",2017,NA,1991,0,26
"4257","I68",2009,NA,1991,0,18
"4258","I68",2014,NA,1991,0,23
"4260","I68",2010,NA,1991,0,19
"4261","I68",2012,NA,1991,1,21
"4264","I68",2000,NA,1991,0,9
"4267","I68",2003,NA,1991,0,12
"4268","I68",2016,NA,1991,0,25
"4270","I68",2008,NA,1991,0,17
"4272","I68",2002,NA,1991,0,11
"4273","I68",2004,NA,1991,0,13
"4276","I68",2001,NA,1991,0,10
"4280","I69",2017,NA,1991,0,26
"4281","I69",2011,NA,1991,0,20
"4283","I69",2006,NA,1991,1,15
"4284","I69",2009,NA,1991,0,18
"4286","I69",2008,NA,1991,0,17
"4291","I69",1999,NA,1991,0,8
"4294","I69",2002,NA,1991,0,11
"4296","I69",2000,NA,1991,0,9
"4298","I69",2001,NA,1991,0,10
"4299","I69",2003,NA,1991,0,12
"4300","I69",2010,NA,1991,0,19
"4304","I69",2015,NA,1991,0,24
"4305","I69",2016,NA,1991,0,25
"4306","I69",2004,NA,1991,0,13
"4313","I69",2013,NA,1991,1,22
"4319","I71",2014,NA,1993,0,21
"4322","I71",2012,NA,1993,0,19
"4323","I71",2010,NA,1993,1,17
"4324","I71",2003,NA,1993,0,10
"4326","I71",2017,NA,1993,0,24
"4328","I71",2015,NA,1993,0,22
"4331","I71",2004,NA,1993,0,11
"4334","I71",2008,NA,1993,0,15
"4335","I71",2006,NA,1993,1,13
"4340","I71",2002,NA,1993,0,9
"4341","I71",2013,NA,1993,0,20
"4351","I71",2016,NA,1993,0,23
"4353","I71",2001,NA,1993,0,8
"4367","I80",2005,2008,1997,0,8
"4371","I80",2006,2008,1997,0,9
"4381","I80",2007,2008,1997,0,10
"4386","I82",2004,2014,1994,0,10
"4389","I82",2013,2014,1994,0,19
"4390","I82",2009,2014,1994,0,15
"4391","I82",2006,2014,1994,1,12
"4401","I82",2012,2014,1994,0,18
"4402","I82",2002,2014,1994,0,8
"4403","I82",2008,2014,1994,0,14
"4405","I82",2003,2014,1994,0,9
"4408","I82",2011,2014,1994,0,17
"4411","I82",2010,2014,1994,0,16
"4419","I83",2008,NA,1997,1,11
"4421","I83",2011,NA,1997,0,14
"4425","I83",2006,NA,1997,0,9
"4428","I83",2005,NA,1997,0,8
"4429","I83",2010,NA,1997,0,13
"4430","I83",2016,NA,1997,0,19
"4432","I83",2017,NA,1997,0,20
"4440","I83",2015,NA,1997,0,18
"4451","I83",2013,NA,1997,1,16
"4459","I90",2009,NA,1999,0,10
"4464","I90",2016,NA,1999,0,17
"4471","I90",2012,NA,1999,1,13
"4476","I90",2008,NA,1999,0,9
"4477","I90",2010,NA,1999,0,11
"4479","I90",2015,NA,1999,0,16
"4480","I90",2017,NA,1999,0,18
"4483","I90",2007,NA,1999,0,8
"4485","I90",2014,NA,1999,0,15
"4507","I92",2013,NA,1999,0,14
"4508","I92",2017,NA,1999,1,18
"4512","I92",2015,NA,1999,0,16
"4514","I92",2011,NA,1999,0,12
"4516","I92",2014,NA,1999,0,15
"4517","I92",2008,NA,1999,1,9
"4522","I92",2010,NA,1999,0,11
"4525","I92",2012,NA,1999,0,13
"4540","I96",2017,NA,2002,0,15
"4544","I96",2013,NA,2002,0,11
"4553","I96",2012,NA,2002,0,10
"4555","I96",2011,NA,2002,0,9
"4562","I96",2010,NA,2002,0,8
"4563","I96",2015,NA,2002,1,13
"4576","I99",2011,NA,2003,0,8
"4579","I99",2012,NA,2003,0,9
"4591","I99",2017,NA,2003,0,14
"4594","I99",2014,NA,2003,1,11
"4607","I99",2016,NA,2003,0,13
"4608","R02",2002,2005,1937,0,65
"4609","R02",1987,2005,1937,0,50
"4610","R02",2004,2005,1937,0,67
"4611","R02",1997,2005,1937,0,60
"4612","R02",1992,2005,1937,0,55
"4613","R02",1999,2005,1937,0,62
"4614","R02",1984,2005,1937,0,47
"4615","R02",1994,2005,1937,0,57
"4616","R02",2000,2005,1937,0,63
"4617","R02",1985,2005,1937,0,48
"4618","R02",1982,2005,1937,0,45
"4619","R02",1988,2005,1937,0,51
"4620","R02",1996,2005,1937,0,59
"4621","R02",1995,2005,1937,0,58
"4622","R02",1981,2005,1937,0,44
"4623","R02",1983,2005,1937,0,46
"4624","R02",2001,2005,1937,0,64
"4625","R02",1998,2005,1937,0,61
"4626","R02",2003,2005,1937,0,66
"4627","R02",1993,2005,1937,0,56
"4628","R02",1989,2005,1937,0,52
"4629","R02",1986,2005,1937,0,49
"4630","R02",1991,2005,1937,0,54
"4631","R02",1980,2005,1937,0,43
"4632","R02",1990,2005,1937,0,53
"4634","R04",1988,NA,1965,1,23
"4637","R04",2016,NA,1965,0,51
"4638","R04",1998,NA,1965,1,33
"4640","R04",2006,NA,1965,0,41
"4642","R04",1984,NA,1965,1,19
"4643","R04",2014,NA,1965,0,49
"4644","R04",1982,NA,1965,0,17
"4646","R04",2008,NA,1965,0,43
"4649","R04",2013,NA,1965,0,48
"4650","R04",1992,NA,1965,1,27
"4651","R04",1986,NA,1965,0,21
"4653","R04",2012,NA,1965,0,47
"4655","R04",1981,NA,1965,0,16
"4656","R04",1995,NA,1965,1,30
"4657","R04",2011,NA,1965,0,46
"4658","R04",2000,NA,1965,0,35
"4659","R04",2015,NA,1965,0,50
"4660","R04",2007,NA,1965,0,42
"4661","R04",1990,NA,1965,0,25
"4662","R04",2002,NA,1965,1,37
"4664","R04",2017,NA,1965,0,52
"4665","R04",2004,NA,1965,0,39
"4666","R04",2005,NA,1965,0,40
"4668","R04",1980,NA,1965,0,15
"4669","R04",2009,NA,1965,0,44
"4670","R04",2010,NA,1965,0,45
"4673","R05",2000,NA,1949,0,51
"4674","R05",1989,NA,1949,0,40
"4675","R05",1987,NA,1949,1,38
"4676","R05",2016,NA,1949,0,67
"4677","R05",2014,NA,1949,0,65
"4678","R05",2001,NA,1949,0,52
"4680","R05",2004,NA,1949,0,55
"4681","R05",1983,NA,1949,0,34
"4682","R05",1990,NA,1949,0,41
"4683","R05",1996,NA,1949,0,47
"4684","R05",1985,NA,1949,0,36
"4685","R05",2011,NA,1949,0,62
"4686","R05",2005,NA,1949,0,56
"4687","R05",2013,NA,1949,0,64
"4688","R05",1999,NA,1949,0,50
"4689","R05",1984,NA,1949,0,35
"4690","R05",2002,NA,1949,0,53
"4691","R05",1997,NA,1949,0,48
"4692","R05",1992,NA,1949,0,43
"4694","R05",1991,NA,1949,0,42
"4695","R05",2003,NA,1949,0,54
"4696","R05",2007,NA,1949,0,58
"4697","R05",1998,NA,1949,0,49
"4698","R05",2008,NA,1949,0,59
"4699","R05",2012,NA,1949,0,63
"4700","R05",1982,NA,1949,0,33
"4701","R05",2015,NA,1949,0,66
"4702","R05",1994,NA,1949,1,45
"4703","R05",1981,NA,1949,0,32
"4705","R05",2017,NA,1949,0,68
"4706","R05",2009,NA,1949,0,60
"4707","R05",2010,NA,1949,0,61
"4708","R05",2006,NA,1949,0,57
"4709","R07",1987,2009,1945,0,42
"4710","R07",1991,2009,1945,0,46
"4711","R07",1981,2009,1945,0,36
"4712","R07",1998,2009,1945,0,53
"4713","R07",2003,2009,1945,0,58
"4714","R07",1993,2009,1945,0,48
"4715","R07",2001,2009,1945,0,56
"4716","R07",1988,2009,1945,0,43
"4717","R07",1990,2009,1945,0,45
"4718","R07",2004,2009,1945,0,59
"4719","R07",1983,2009,1945,0,38
"4720","R07",1984,2009,1945,0,39
"4721","R07",1992,2009,1945,0,47
"4722","R07",1996,2009,1945,0,51
"4723","R07",2006,2009,1945,0,61
"4724","R07",1994,2009,1945,0,49
"4725","R07",2002,2009,1945,0,57
"4726","R07",2007,2009,1945,0,62
"4727","R07",2000,2009,1945,0,55
"4728","R07",1995,2009,1945,0,50
"4729","R07",1989,2009,1945,0,44
"4730","R07",1999,2009,1945,0,54
"4732","R07",1997,2009,1945,0,52
"4733","R07",2005,2009,1945,0,60
"4734","R07",1986,2009,1945,0,41
"4735","R07",1985,2009,1945,0,40
"4736","R07",2008,2009,1945,0,63
"4737","R07",1982,2009,1945,0,37
"4738","R09",1988,2000,1937,0,51
"4739","R09",1991,2000,1937,0,54
"4740","R09",1998,2000,1937,0,61
"4741","R09",1990,2000,1937,0,53
"4742","R09",1989,2000,1937,0,52
"4743","R09",1983,2000,1937,0,46
"4744","R09",1994,2000,1937,0,57
"4745","R09",1986,2000,1937,0,49
"4746","R09",1981,2000,1937,0,44
"4747","R09",1985,2000,1937,0,48
"4748","R09",1993,2000,1937,0,56
"4749","R09",1996,2000,1937,0,59
"4750","R09",1997,2000,1937,0,60
"4751","R09",1982,2000,1937,0,45
"4752","R09",1995,2000,1937,0,58
"4753","R09",1987,2000,1937,0,50
"4754","R09",1980,2000,1937,0,43
"4755","R09",1992,2000,1937,0,55
"4756","R09",1984,2000,1937,0,47
"4757","R09",1999,2000,1937,0,62
"4758","R13",1994,NA,1979,0,15
"4759","R13",2015,NA,1979,0,36
"4761","R13",2009,NA,1979,0,30
"4762","R13",1993,NA,1979,0,14
"4763","R13",1999,NA,1979,0,20
"4764","R13",1990,NA,1979,0,11
"4765","R13",1989,NA,1979,0,10
"4766","R13",2011,NA,1979,1,32
"4768","R13",1987,NA,1979,0,8
"4771","R13",2007,NA,1979,0,28
"4773","R13",1991,NA,1979,0,12
"4775","R13",2001,NA,1979,0,22
"4776","R13",1998,NA,1979,0,19
"4778","R13",2003,NA,1979,0,24
"4779","R13",2016,NA,1979,0,37
"4780","R13",1988,NA,1979,0,9
"4781","R13",1996,NA,1979,0,17
"4782","R13",2017,NA,1979,0,38
"4783","R13",2013,NA,1979,0,34
"4784","R13",2002,NA,1979,0,23
"4786","R13",2000,NA,1979,0,21
"4788","R13",1997,NA,1979,0,18
"4789","R13",1995,NA,1979,0,16
"4790","R13",1992,NA,1979,0,13
"4791","R13",2014,NA,1979,0,35
"4793","R13",2005,NA,1979,1,26
"4795","R13",2008,NA,1979,0,29
"4796","R17",2000,NA,1970.5,0,29.5
"4797","R17",1983,NA,1970.5,0,12.5
"4799","R17",2012,NA,1970.5,0,41.5
"4801","R17",1990,NA,1970.5,1,19.5
"4803","R17",1999,NA,1970.5,0,28.5
"4804","R17",2008,NA,1970.5,0,37.5
"4805","R17",1988,NA,1970.5,0,17.5
"4806","R17",2011,NA,1970.5,0,40.5
"4807","R17",2009,NA,1970.5,0,38.5
"4808","R17",1987,NA,1970.5,0,16.5
"4809","R17",1982,NA,1970.5,0,11.5
"4810","R17",1992,NA,1970.5,0,21.5
"4813","R17",2006,NA,1970.5,0,35.5
"4814","R17",1996,NA,1970.5,1,25.5
"4815","R17",1994,NA,1970.5,0,23.5
"4816","R17",1981,NA,1970.5,0,10.5
"4817","R17",2010,NA,1970.5,0,39.5
"4818","R17",2014,NA,1970.5,0,43.5
"4820","R17",2015,NA,1970.5,0,44.5
"4821","R17",1998,NA,1970.5,0,27.5
"4822","R17",2007,NA,1970.5,0,36.5
"4823","R17",2016,NA,1970.5,0,45.5
"4826","R17",2005,NA,1970.5,0,34.5
"4827","R17",2002,NA,1970.5,1,31.5
"4828","R17",2017,NA,1970.5,0,46.5
"4829","R17",1980,NA,1970.5,0,9.5
"4830","R17",1985,NA,1970.5,1,14.5
"4831","R17",1993,NA,1970.5,0,22.5
"4832","R17",2004,NA,1970.5,0,33.5
"4833","R17",2013,NA,1970.5,0,42.5
"4834","R18",2012,NA,1968,0,44
"4835","R18",2007,NA,1968,0,39
"4836","R18",1998,NA,1968,0,30
"4837","R18",1987,NA,1968,1,19
"4840","R18",1985,NA,1968,0,17
"4841","R18",1982,NA,1968,1,14
"4842","R18",1984,NA,1968,0,16
"4843","R18",2009,NA,1968,0,41
"4844","R18",1990,NA,1968,0,22
"4845","R18",1995,NA,1968,0,27
"4846","R18",2002,NA,1968,0,34
"4847","R18",1991,NA,1968,0,23
"4848","R18",2016,NA,1968,0,48
"4849","R18",1997,NA,1968,0,29
"4850","R18",2008,NA,1968,0,40
"4851","R18",2006,NA,1968,0,38
"4852","R18",2010,NA,1968,0,42
"4853","R18",1996,NA,1968,0,28
"4855","R18",1992,NA,1968,0,24
"4856","R18",2015,NA,1968,0,47
"4857","R18",1994,NA,1968,0,26
"4858","R18",1999,NA,1968,1,31
"4859","R18",1980,NA,1968,0,12
"4860","R18",2000,NA,1968,0,32
"4861","R18",2001,NA,1968,0,33
"4862","R18",1993,NA,1968,0,25
"4863","R18",1989,NA,1968,0,21
"4864","R18",2011,NA,1968,0,43
"4865","R18",2014,NA,1968,0,46
"4868","R18",2013,NA,1968,0,45
"4869","R18",2017,NA,1968,0,49
"4870","R18",2004,NA,1968,1,36
"4872","R20",1994,2000,1979,0,15
"4873","R20",1991,2000,1979,0,12
"4874","R20",1988,2000,1979,0,9
"4876","R20",1987,2000,1979,0,8
"4878","R20",1990,2000,1979,0,11
"4880","R20",1992,2000,1979,0,13
"4882","R20",1989,2000,1979,0,10
"4883","R20",1995,2000,1979,0,16
"4888","R20",1997,2000,1979,1,18
"4889","R20",1999,2000,1979,0,20
"4891","R20",1993,2000,1979,0,14
"4893","R22",2013,NA,1984,0,29
"4898","R22",2011,NA,1984,1,27
"4900","R22",2015,NA,1984,1,31
"4904","R22",2001,NA,1984,1,17
"4905","R22",2009,NA,1984,0,25
"4906","R22",2004,NA,1984,1,20
"4910","R22",1996,NA,1984,0,12
"4913","R22",1992,NA,1984,0,8
"4914","R22",2017,NA,1984,0,33
"4915","R22",1998,NA,1984,1,14
"4916","R22",1994,NA,1984,1,10
"4918","R22",2007,NA,1984,1,23
"4930","R23",2014,NA,1985,0,29
"4931","R23",1996,NA,1985,0,11
"4932","R23",1993,NA,1985,0,8
"4937","R23",2016,NA,1985,1,31
"4939","R23",1998,NA,1985,0,13
"4941","R23",2013,NA,1985,0,28
"4946","R23",2011,NA,1985,0,26
"4948","R23",2000,NA,1985,0,15
"4949","R23",2002,NA,1985,1,17
"4953","R23",1995,NA,1985,0,10
"4954","R23",2009,NA,1985,1,24
"4955","R23",2004,NA,1985,0,19
"4959","R23",2006,NA,1985,1,21
"4963","R23",2012,NA,1985,0,27
"4964","R23",1994,NA,1985,0,9
"4965","R23",1999,NA,1985,0,14
"4967","R23",1997,NA,1985,0,12
"4969","R24",2013,NA,1987,0,26
"4971","R24",2004,NA,1987,1,17
"4973","R24",2001,NA,1987,1,14
"4974","R24",2006,NA,1987,0,19
"4979","R24",1999,NA,1987,0,12
"4985","R24",2015,NA,1987,1,28
"4991","R24",2017,NA,1987,0,30
"4997","R24",1995,NA,1987,0,8
"5000","R24",2008,NA,1987,1,21
"5001","R24",1997,NA,1987,1,10
"5003","R24",2011,NA,1987,1,24
"5018","R29",2002,NA,1994,0,8
"5019","R29",2006,NA,1994,1,12
"5020","R29",2012,NA,1994,0,18
"5024","R29",2004,NA,1994,0,10
"5025","R29",2010,NA,1994,1,16
"5031","R29",2008,NA,1994,0,14
"5033","R29",2017,NA,1994,0,23
"5037","R29",2015,NA,1994,1,21
"5039","R29",2003,NA,1994,0,9
"5041","R29",2013,NA,1994,0,19
"5050","R35",2013,NA,1998,0,15
"5053","R35",2015,NA,1998,1,17
"5057","R35",2007,NA,1998,0,9
"5058","R35",2006,NA,1998,0,8
"5059","R35",2017,NA,1998,0,19
"5071","R35",2008,NA,1998,0,10
"5080","R35",2010,NA,1998,1,12
"5081","R35",2012,NA,1998,0,14
"5085","R38",2016,NA,1999.5,0,16.5
"5093","R38",2017,NA,1999.5,0,17.5
"5097","R38",2015,NA,1999.5,0,15.5
"5098","R38",2013,NA,1999.5,1,13.5
"5103","R38",2011,NA,1999.5,0,11.5
"5111","R38",2009,NA,1999.5,1,9.5
"5122","R39",2015,NA,2001,0,14
"5125","R39",2017,NA,2001,0,16
"5142","R39",2013,NA,2001,1,12
"5143","R39",2016,NA,2001,0,15
"5144","R39",2009,NA,2001,0,8
"5148","R39",2010,NA,2001,0,9
"5154","R39",2011,NA,2001,0,10
"5160","R40",2012,NA,2001,0,11
"5162","R40",2017,NA,2001,0,16
"5166","R40",2011,NA,2001,0,10
"5168","R40",2014,NA,2001,1,13
"5190","R40",2010,NA,2001,0,9
"5193","R40",2016,NA,2001,0,15
"5195","R40",2009,NA,2001,0,8
"5197","R41",2014,NA,2002,1,12
"5203","R41",2011,NA,2002,0,9
"5205","R41",2016,NA,2002,0,14
"5206","R41",2017,NA,2002,0,15
"5216","R41",2012,NA,2002,0,10
"5229","R41",2010,NA,2002,0,8
"5251","R48",2017,NA,2006,0,11
"5256","R48",2016,NA,2006,0,10
"5267","R48",2014,NA,2006,0,8
"5271","R48",2015,NA,2006,0,9
"5291","R52",2017,NA,2009,0,8
"5310","W03",1989,2017,1935,0,54
"5311","W03",2013,2017,1935,0,78
"5312","W03",2004,2017,1935,0,69
"5313","W03",1985,2017,1935,0,50
"5314","W03",2016,2017,1935,0,81
"5315","W03",2014,2017,1935,0,79
"5316","W03",1996,2017,1935,0,61
"5317","W03",1987,2017,1935,0,52
"5318","W03",1984,2017,1935,0,49
"5319","W03",1981,2017,1935,0,46
"5320","W03",1993,2017,1935,0,58
"5321","W03",1986,2017,1935,0,51
"5322","W03",2001,2017,1935,0,66
"5323","W03",2000,2017,1935,0,65
"5324","W03",2005,2017,1935,0,70
"5325","W03",2010,2017,1935,0,75
"5326","W03",2015,2017,1935,0,80
"5327","W03",1983,2017,1935,0,48
"5328","W03",1997,2017,1935,0,62
"5329","W03",1995,2017,1935,0,60
"5330","W03",1999,2017,1935,0,64
"5331","W03",2012,2017,1935,0,77
"5332","W03",2009,2017,1935,0,74
"5333","W03",1980,2017,1935,0,45
"5334","W03",1988,2017,1935,0,53
"5335","W03",1990,2017,1935,0,55
"5336","W03",2002,2017,1935,0,67
"5337","W03",2011,2017,1935,0,76
"5338","W03",1998,2017,1935,0,63
"5339","W03",2006,2017,1935,0,71
"5340","W03",2003,2017,1935,0,68
"5341","W03",2008,2017,1935,0,73
"5342","W03",1994,2017,1935,0,59
"5343","W03",2007,2017,1935,0,72
"5344","W03",1982,2017,1935,0,47
"5345","W03",1992,2017,1935,0,57
"5346","W03",1991,2017,1935,0,56
